[Source-2] t=168s target=64k/s gen=9,166,471 (18199/s) emit=7,445,321 (26389/s) drop=1,721,150 (0/s, 18.8%) qDepth=0
[Source-4] t=168s target=64k/s gen=9,152,949 (18203/s) emit=7,423,537 (26306/s) drop=1,729,412 (0/s, 18.9%) qDepth=0
[Source-2] t=175s target=130k/s gen=9,397,241 (30745/s) emit=7,676,091 (30745/s) drop=1,721,150 (0/s, 18.3%) qDepth=0
[Source-4] t=175s target=130k/s gen=9,383,937 (30770/s) emit=7,654,525 (30770/s) drop=1,729,412 (0/s, 18.4%) qDepth=0
[Source-4] FINALIZADO en 180.1s: generated=9,579,007, emitted=7,849,595, dropped=1,729,412 (18.1%)
[Source-2] FINALIZADO en 180.1s: generated=9,593,099, emitted=7,871,949, dropped=1,721,150 (17.9%)
[Source-2] t=185s target=270k/s gen=9,593,099 (19584/s) emit=7,871,949 (19584/s) drop=1,721,150 (0/s, 17.9%) qDepth=0
[Source-4] t=185s target=270k/s gen=9,579,007 (19507/s) emit=7,849,595 (19507/s) drop=1,729,412 (0/s, 18.1%) qDepth=0
[Source-3/4] NON-BLOCKING source: dist=SINE, baseRate=200000 ev/s, peakRate=340000 ev/s, queueCap=170000
[Source-3] t=10s target=321k/s gen=634,000 (63400/s) emit=351,195 (35120/s) drop=113,328 (11333/s, 17.9%) qDepth=169476
[Source-3] t=20s target=321k/s gen=1,460,973 (82689/s) emit=822,977 (47173/s) drop=471,598 (35823/s, 32.3%) qDepth=166397
[Source-3] t=28s target=235k/s gen=2,130,551 (89325/s) emit=1,284,307 (61543/s) drop=676,731 (27366/s, 31.8%) qDepth=169512
[Source-3] t=38s target=100k/s gen=2,559,339 (42870/s) emit=1,777,067 (49266/s) drop=696,592 (1986/s, 27.2%) qDepth=85679
[Source-3] t=48s target=64k/s gen=2,740,686 (18131/s) emit=2,044,094 (26697/s) drop=696,592 (0/s, 25.4%) qDepth=0
[Source-3] t=55s target=130k/s gen=2,963,031 (29670/s) emit=2,266,439 (29670/s) drop=696,592 (0/s, 23.5%) qDepth=0
[Source-3] t=65s target=270k/s gen=3,446,522 (48339/s) emit=2,741,484 (47495/s) drop=696,592 (0/s, 20.2%) qDepth=8445
[Source-3] t=75s target=339k/s gen=4,226,985 (78031/s) emit=3,239,487 (49790/s) drop=817,497 (12088/s, 19.3%) qDepth=170000
[Source-3] t=83s target=298k/s gen=5,008,583 (104158/s) emit=3,742,715 (67061/s) drop=1,099,780 (37618/s, 22.0%) qDepth=166087
[Source-3] t=93s target=163k/s gen=5,594,552 (58591/s) emit=4,235,508 (49274/s) drop=1,197,877 (9809/s, 21.4%) qDepth=161166
[Source-3] t=103s target=64k/s gen=5,869,863 (27528/s) emit=4,671,986 (43643/s) drop=1,197,877 (0/s, 20.4%) qDepth=0
[Source-3] t=113s target=101k/s gen=6,038,832 (16897/s) emit=4,840,955 (16897/s) drop=1,197,877 (0/s, 19.8%) qDepth=0
[Source-3] t=120s target=200k/s gen=6,382,364 (45902/s) emit=5,184,487 (45902/s) drop=1,197,877 (0/s, 18.8%) qDepth=0
[Source-3] t=130s target=321k/s gen=7,033,278 (65078/s) emit=5,687,453 (50287/s) drop=1,197,877 (0/s, 17.0%) qDepth=147947
[Source-3] t=140s target=321k/s gen=7,866,550 (83319/s) emit=6,164,479 (47698/s) drop=1,532,071 (33416/s, 19.5%) qDepth=169999
[Source-3] t=148s target=235k/s gen=8,556,604 (91983/s) emit=6,657,262 (65687/s) drop=1,729,341 (26296/s, 20.2%) qDepth=170000
[Source-3] t=158s target=100k/s gen=8,985,986 (42934/s) emit=7,155,261 (49795/s) drop=1,749,524 (2018/s, 19.5%) qDepth=81200
[Source-3] t=168s target=64k/s gen=9,167,593 (18161/s) emit=7,418,069 (26281/s) drop=1,749,524 (0/s, 19.1%) qDepth=0
[Source-3] t=175s target=130k/s gen=9,394,927 (30287/s) emit=7,645,403 (30287/s) drop=1,749,524 (0/s, 18.6%) qDepth=0
[Source-3] FINALIZADO en 180.1s: generated=9,590,894, emitted=7,841,370, dropped=1,749,524 (18.2%)
[Source-3] t=185s target=270k/s gen=9,590,894 (19597/s) emit=7,841,370 (19597/s) drop=1,749,524 (0/s, 18.2%) qDepth=0
